date;US;Mexico;Belgium;Afghanistan;Netherlands
2022-03-22;79811504;5636054;3741614;177255;7759372
2022-03-23;79852519;5636054;3757776;177321;7802160
2022-03-24;79895512;5640305;3771233;177321;7841258
2022-03-25;79941948;5647041;3782085;177321;7876702
2022-03-26;79951381;5647041;3782085;177321;7904943
2022-03-27;79963172;5650896;3782085;177520;7929975
2022-03-28;80002143;5651553;3807447;177602;7951531
2022-03-29;80026322;5654311;3807447;177658;7982514
2022-03-30;80065501;5654311;3807447;177716;8010503
2022-03-31;80111135;5659535;3851048;177747;8035972
2022-04-01;80143352;5662073;3851048;177782;8058168
2022-04-02;80155159;5665376;3851048;177803;8075119
2022-04-03;80159914;5666215;3851048;177827;8087496
2022-04-04;80188822;5666921;3881523;177897;8098546
2022-04-05;80214425;5671144;3881523;177932;8112594
2022-04-06;80255371;5683288;3881523;177974;8125827
2022-04-07;80306007;5715504;3915732;177974;8138708
2022-04-08;80381032;5719829;3915732;177974;8150141
2022-04-09;80393743;5722596;3915732;177974;8150161
2022-04-10;80403277;5722933;3915732;177974;8150169
2022-04-11;80443621;5723214;3943831;178141;8173860
2022-04-12;80479367;5723862;3943831;178257;8180507
2022-04-13;80534752;5724611;3943831;178295;8185684
2022-04-14;80585416;5725075;3972963;178352;8190460
2022-04-15;80620852;5725476;3972963;178373;8194600
2022-04-16;80633184;5726668;3972963;178387;8194946
2022-04-17;80640687;5727668;3972963;178418;8194946
2022-04-18;80702081;5727668;3972963;178457;8194981
2022-04-19;80741347;5729270;3998722;178513;8206055
2022-04-20;80810287;5730560;3998722;178574;8209785
2022-04-21;80871984;5731635;4015791;178611;8212818
2022-04-22;80962033;5731635;4015791;178638;8215578
2022-04-23;80981764;5733428;4015791;178648;8215824
2022-04-24;80995254;5733785;4015791;178689;8215836
2022-04-25;81065467;5733925;4015791;178745;8220975
2022-04-26;81110815;5735115;4036113;178769;8222837
2022-04-27;81200835;5736579;4036113;178809;8223060
2022-04-28;81278191;5737811;4056448;178850;8226047
2022-04-29;81339375;5738769;4056448;178873;8228081
2022-04-30;81363361;5739680;4056448;178879;8228081
2022-05-01;81380063;5739680;4056448;178899;8228081
2022-05-02;81474767;5740080;4071279;178901;8232276
2022-05-03;81524363;5739680;4071279;178901;8234077
2022-05-04;81636392;5739680;4071279;178901;8235998
2022-05-05;81724940;5739680;4088336;178905;8235998
2022-05-06;81853698;5739680;4088336;178919;8239192
2022-05-07;81881504;5739680;4088336;178922;8239429
2022-05-08;81887248;5739680;4088336;178981;8239429
2022-05-09;82017277;5745652;4102082;179010;8243298
2022-05-10;82087487;5745652;4102082;179017;8244881
2022-05-11;82247649;5745652;4102082;179131;8246569
2022-05-12;82361623;5745652;4116397;179169;8247997
2022-05-13;82448937;5745652;4116397;179203;8249963
2022-05-14;82465889;5745652;4116397;179242;8249963
2022-05-15;82490649;5745652;4116397;179267;8249963
2022-05-16;82668164;5752441;4127123;179321;8253161
2022-05-17;82750993;5752441;4127123;179328;8254473
2022-05-18;82959792;5752441;4134293;179477;8256062
2022-05-19;83092184;5752441;4134293;179597;8257498
2022-05-20;83237414;5752441;4134293;179624;8259308
2022-05-21;83262842;5752441;4134293;179674;8259308
2022-05-22;83281329;5752441;4134293;179716;8259308
2022-05-23;83390587;5759773;4143408;179716;8262012
2022-05-24;83501457;5759773;4143408;179771;8263199
